machine_id,type_machine,age_machine_jours,derniere_maintenance_jours,temperature_moyenne,vibration_moyenne,pression_moyenne,nb_incidents_3_mois,criticite
MCH-LR-01624,convoyeur,3115,331,48.0,2.94,4.61,3,moyenne
MCH-MU-01625,four,3326,15,57.7,2.0,8.07,1,basse
MCH-UG-01626,convoyeur,1331,197,84.7,3.04,5.75,1,basse
MCH-SM-01627,convoyeur,4082,84,65.4,4.57,4.94,1,basse
MCH-KE-01628,compresseur,2325,51,83.3,3.16,10.17,1,basse
MCH-PH-01629,pompe,2180,105,100.8,2.46,8.98,1,haute
MCH-SD-01630,convoyeur,898,103,59.1,2.95,11.74,3,basse
MCH-UY-01631,four,3581,52,50.6,1.8,7.01,1,moyenne
MCH-NR-01632,pompe,3615,16,61.8,1.51,5.59,2,basse
MCH-BZ-01633,four,2041,197,78.2,4.81,9.6,2,moyenne
MCH-ME-01634,convoyeur,5159,42,79.9,5.46,5.92,0,haute
MCH-CI-01635,convoyeur,5072,36,92.3,0.31,7.22,0,moyenne
MCH-TD-01636,pompe,654,45,64.6,3.87,9.31,1,basse
MCH-CF-01637,presse,4170,135,70.9,4.29,7.69,1,moyenne
MCH-TG-01638,pompe,2363,58,56.5,1.18,6.78,2,basse
MCH-WS-01639,compresseur,5998,46,34.9,2.29,4.49,2,haute
MCH-GM-01640,presse,1350,100,64.5,2.13,10.34,2,basse
MCH-NR-01641,pompe,1683,90,51.2,5.85,7.08,2,moyenne
MCH-PG-01642,convoyeur,2652,47,72.7,5.48,9.55,1,moyenne
MCH-GT-01643,convoyeur,1612,15,42.4,1.62,9.21,3,basse
MCH-NG-01644,pompe,4151,133,56.1,0.81,10.73,1,basse
MCH-LU-01645,compresseur,2885,92,68.2,4.16,7.41,2,basse
MCH-PH-01646,compresseur,1325,10,69.5,3.82,7.13,1,basse
MCH-MZ-01647,presse,3038,217,64.4,4.87,5.23,2,moyenne
MCH-NI-01648,four,5332,10,87.4,1.41,6.64,3,moyenne
MCH-ZA-01649,four,4754,39,83.8,4.09,8.85,2,moyenne
MCH-BY-01650,pompe,2992,41,56.8,1.9,5.96,1,basse
MCH-KW-01651,pompe,1730,47,84.3,3.93,8.79,3,basse
MCH-NP-01652,pompe,1079,46,86.1,2.94,11.67,2,basse
MCH-KW-01653,convoyeur,5270,25,63.5,5.85,6.89,2,moyenne
MCH-TL-01654,pompe,4261,85,65.5,3.67,4.71,2,basse
MCH-IE-01655,compresseur,3432,148,64.4,2.53,6.97,6,moyenne
MCH-MR-01656,four,5276,84,57.3,3.21,4.44,1,basse
MCH-DE-01657,four,730,95,58.5,2.85,11.34,2,basse
MCH-LA-01658,four,4094,59,80.8,1.27,8.21,4,moyenne
MCH-PY-01659,compresseur,1300,82,70.2,5.89,6.18,3,moyenne
MCH-BJ-01660,presse,723,100,58.3,5.4,6.6,3,moyenne
MCH-BW-01661,presse,2793,125,53.9,2.74,5.04,1,basse
MCH-BS-01662,pompe,2324,43,55.9,4.05,10.53,1,basse
MCH-BW-01663,convoyeur,5647,38,63.0,6.08,12.59,2,haute
MCH-NR-01664,convoyeur,1943,6,76.0,4.86,4.26,1,basse
MCH-BY-01665,compresseur,4889,259,54.7,2.54,10.61,3,moyenne
MCH-CH-01666,presse,4492,248,75.8,2.87,7.39,1,basse
MCH-SZ-01667,presse,4007,72,67.4,0.42,11.17,2,moyenne
MCH-MR-01668,convoyeur,5522,75,66.7,4.16,3.42,2,moyenne
MCH-CO-01669,presse,2447,206,77.3,4.86,8.56,1,moyenne
MCH-TH-01670,presse,2338,26,75.1,4.87,6.98,1,basse
MCH-BH-01671,convoyeur,965,35,48.1,4.05,9.65,3,basse
MCH-TZ-01672,compresseur,1654,215,52.0,3.53,8.15,1,basse
MCH-TJ-01673,presse,5278,58,62.2,1.5,8.06,1,moyenne
MCH-TJ-01674,presse,2846,31,69.3,3.48,7.74,1,basse
MCH-LS-01675,four,2048,105,81.4,2.05,11.91,3,basse
MCH-SV-01676,pompe,1296,43,65.8,3.79,7.56,1,basse
MCH-CM-01677,convoyeur,2909,191,85.4,1.85,10.16,3,haute
MCH-NG-01678,four,4299,81,56.5,3.78,9.57,1,basse
MCH-MH-01679,convoyeur,1720,45,58.5,4.98,10.22,3,moyenne
MCH-TL-01680,four,4546,47,61.3,3.57,5.46,2,basse
MCH-GB-01681,pompe,3778,101,55.2,3.49,9.77,4,moyenne
MCH-NO-01682,pompe,4725,64,78.9,4.37,8.84,4,haute
MCH-WS-01683,presse,1505,58,31.8,5.66,5.03,3,haute
MCH-BF-01684,compresseur,3786,128,59.0,2.84,7.47,2,moyenne
MCH-JO-01685,convoyeur,922,208,78.8,3.78,13.74,3,basse
MCH-US-01686,convoyeur,2182,116,61.3,5.27,7.02,3,moyenne
MCH-KR-01687,convoyeur,4346,40,77.9,4.0,7.08,3,moyenne
MCH-MH-01688,four,3790,29,91.4,0.0,9.13,2,moyenne
MCH-CA-01689,pompe,1127,123,66.0,1.93,6.65,3,basse
MCH-TR-01690,presse,5150,116,79.0,4.13,8.35,0,moyenne
MCH-SD-01691,four,320,54,94.0,2.4,6.88,1,basse
MCH-GH-01692,presse,3571,65,69.8,5.16,9.01,0,moyenne
MCH-DE-01693,compresseur,5902,42,64.4,5.79,7.85,0,haute
MCH-KM-01694,pompe,3189,30,75.8,2.11,12.88,0,basse
MCH-RO-01695,presse,4804,45,79.2,1.45,8.12,2,moyenne
MCH-GR-01696,convoyeur,3571,4,64.5,2.46,7.44,4,basse
MCH-CD-01697,pompe,4698,167,59.2,2.37,10.57,2,moyenne
MCH-MG-01698,compresseur,3933,22,85.6,5.3,4.52,2,haute
MCH-TH-01699,four,4146,73,61.8,1.45,12.23,1,basse
MCH-MN-01700,compresseur,1366,8,79.3,4.11,5.53,4,basse
MCH-CI-01701,pompe,4450,113,68.2,5.08,10.98,1,moyenne
MCH-IT-01702,presse,1427,138,86.9,4.23,11.64,0,moyenne
MCH-TO-01703,pompe,5883,78,54.8,3.65,6.69,3,moyenne
MCH-GR-01704,four,1366,70,54.8,2.76,6.93,1,basse
MCH-NP-01705,four,1420,42,75.3,5.77,7.73,1,moyenne
MCH-TJ-01706,four,5152,164,51.4,2.63,9.55,1,basse
MCH-VU-01707,four,1457,17,66.4,4.42,5.5,1,basse
MCH-VE-01708,compresseur,2165,51,83.6,2.76,7.73,1,basse
MCH-GQ-01709,compresseur,4287,38,43.6,0.24,7.22,2,moyenne
MCH-BA-01710,compresseur,952,37,69.8,2.6,5.12,1,basse
MCH-TH-01711,convoyeur,954,161,79.5,2.77,5.39,5,moyenne
MCH-AR-01712,four,2918,66,64.7,2.78,8.32,2,basse
MCH-UZ-01713,presse,1462,42,53.9,2.01,8.28,4,basse
MCH-KM-01714,presse,1413,94,61.8,3.94,6.09,4,basse
MCH-MD-01715,four,55,88,54.9,4.11,8.2,2,moyenne
MCH-IQ-01716,presse,2222,136,65.8,2.54,6.38,4,moyenne
MCH-AT-01717,compresseur,1909,101,61.7,2.53,11.27,3,basse
MCH-EG-01718,convoyeur,186,69,58.8,1.42,7.74,4,basse
MCH-IR-01719,convoyeur,3727,72,70.6,3.38,10.74,1,basse
MCH-ME-01720,pompe,3759,98,83.9,5.07,3.77,0,moyenne
MCH-KR-01721,presse,424,33,68.9,5.07,8.81,2,moyenne
MCH-LU-01722,presse,1902,87,81.1,2.1,9.49,1,basse
MCH-MG-01723,presse,5236,205,83.9,5.99,7.66,3,haute
MCH-AF-01724,convoyeur,3493,78,58.0,2.46,6.65,1,basse
MCH-EG-01725,presse,2471,55,68.3,1.48,7.62,4,basse
MCH-CV-01726,four,2790,55,59.9,0.96,9.86,2,basse
MCH-TM-01727,convoyeur,1249,95,47.2,1.39,4.97,2,basse
MCH-KM-01728,convoyeur,4871,83,69.3,3.5,9.75,2,basse
MCH-MZ-01729,pompe,5484,117,52.4,2.61,8.8,4,moyenne
MCH-BJ-01730,presse,5463,44,70.8,2.05,7.35,1,moyenne
MCH-CV-01731,four,1343,63,46.3,1.73,7.45,1,basse
MCH-SZ-01732,presse,1864,131,67.1,1.37,8.15,1,basse
MCH-ZW-01733,four,963,138,46.2,1.67,12.15,3,basse
MCH-AT-01734,four,1843,139,73.1,4.52,8.87,1,moyenne
MCH-BW-01735,presse,1996,121,60.3,5.71,5.64,1,moyenne
MCH-AE-01736,convoyeur,3798,124,59.1,5.8,6.91,3,moyenne
MCH-SM-01737,pompe,1137,87,78.5,4.03,5.14,0,moyenne
MCH-GM-01738,pompe,5516,21,61.1,2.26,3.28,1,basse
MCH-MT-01739,compresseur,618,23,66.3,2.0,5.09,0,basse
MCH-NL-01740,convoyeur,41,77,62.6,4.13,8.3,1,basse
MCH-PH-01741,presse,5129,79,71.1,2.63,11.18,3,moyenne
MCH-LV-01742,convoyeur,4222,36,77.5,3.62,10.49,1,basse
MCH-DJ-01743,pompe,2132,38,75.0,5.9,5.11,0,moyenne
MCH-MN-01744,compresseur,3572,68,59.4,3.33,6.01,1,basse
MCH-KR-01745,four,1341,284,79.5,6.42,5.65,2,haute
MCH-WS-01746,four,1010,31,54.0,1.31,1.55,2,basse
MCH-LR-01747,compresseur,2826,53,56.1,3.67,7.58,3,basse
MCH-TN-01748,four,2119,136,63.5,3.47,10.01,1,basse
MCH-UG-01749,presse,3691,119,77.6,1.52,7.37,3,moyenne
MCH-BS-01750,four,1308,92,51.0,4.2,4.83,1,moyenne
MCH-BF-01751,four,3977,12,75.7,5.3,5.89,3,moyenne
MCH-DE-01752,presse,4601,61,64.3,6.3,7.18,3,haute
MCH-DJ-01753,compresseur,999,235,59.8,3.62,9.93,1,basse
MCH-TW-01754,presse,263,37,78.2,0.15,7.54,2,basse
MCH-VN-01755,compresseur,2637,36,55.4,3.72,9.59,2,basse
MCH-BE-01756,compresseur,4644,199,92.4,4.11,7.8,0,haute
MCH-GQ-01757,presse,3904,68,62.9,2.65,8.59,2,basse
MCH-BR-01758,convoyeur,4211,13,66.8,3.32,5.65,1,basse
MCH-IR-01759,convoyeur,2417,27,83.5,2.27,6.29,4,basse
MCH-PA-01760,compresseur,1409,45,67.1,2.8,4.86,5,basse
MCH-HR-01761,convoyeur,3190,88,79.3,4.53,9.5,5,moyenne
MCH-NO-01762,pompe,1226,62,41.6,5.08,7.27,5,haute
MCH-RU-01763,presse,4357,35,59.7,1.09,0.0,2,basse
MCH-UZ-01764,convoyeur,1181,63,69.8,2.23,9.2,1,basse
MCH-PA-01765,four,1747,37,78.0,0.62,10.44,2,basse
MCH-NI-01766,convoyeur,3039,244,74.2,5.76,5.97,1,haute
MCH-IR-01767,convoyeur,2920,26,73.1,4.31,9.2,1,basse
MCH-GM-01768,pompe,3605,50,77.7,0.0,7.48,2,basse
MCH-TW-01769,pompe,2624,45,70.7,2.9,2.71,3,basse
MCH-SG-01770,compresseur,5516,45,39.3,2.57,12.88,3,haute
MCH-CI-01771,compresseur,5039,29,82.3,1.87,7.49,0,moyenne
MCH-LY-01772,compresseur,5274,189,54.9,4.55,8.5,0,moyenne
MCH-NR-01773,compresseur,3777,299,68.8,4.52,6.44,3,moyenne
MCH-CG-01774,presse,3810,96,67.2,3.4,7.26,2,moyenne
MCH-JM-01775,pompe,3655,90,65.6,2.04,8.4,3,basse
MCH-GD-01776,compresseur,2609,16,51.7,2.05,5.39,2,basse
MCH-GD-01777,pompe,1932,186,41.7,3.07,12.23,2,moyenne
MCH-UA-01778,compresseur,3552,37,53.0,2.31,10.1,1,basse
MCH-RU-01779,presse,153,14,74.9,2.99,9.29,2,basse
MCH-SL-01780,pompe,44,109,47.6,3.84,7.65,2,basse
MCH-TL-01781,compresseur,5109,153,54.4,0.7,6.1,3,moyenne
MCH-KP-01782,pompe,278,184,70.0,1.86,10.58,1,basse
MCH-BD-01783,four,3148,51,52.7,2.95,9.53,4,basse
MCH-GN-01784,presse,3689,46,58.5,5.35,7.0,5,moyenne
MCH-MY-01785,compresseur,1189,85,66.0,4.27,5.29,3,basse
MCH-US-01786,pompe,5374,62,68.4,2.99,4.06,5,moyenne
MCH-BG-01787,pompe,1140,111,52.4,3.6,8.07,3,basse
MCH-AF-01788,convoyeur,5307,86,66.7,2.85,7.38,3,moyenne
MCH-GA-01789,presse,4577,34,69.8,4.62,10.96,1,moyenne
MCH-KI-01790,convoyeur,1444,188,49.7,3.65,10.48,2,basse
MCH-GH-01791,four,904,111,67.6,4.92,8.1,4,moyenne
MCH-CU-01792,compresseur,1897,151,56.4,0.97,7.8,5,basse
MCH-IE-01793,compresseur,2387,35,66.5,1.79,5.12,2,basse
MCH-JP-01794,convoyeur,1474,109,73.7,3.41,10.65,3,basse
MCH-LR-01795,compresseur,5993,131,62.9,3.74,7.86,1,moyenne
MCH-CL-01796,four,1377,83,76.0,6.6,9.51,0,moyenne
MCH-AF-01797,pompe,4983,28,74.5,0.29,10.94,2,basse
MCH-SB-01798,convoyeur,954,78,75.9,2.95,6.59,1,basse
MCH-AE-01799,convoyeur,5881,123,69.8,2.88,5.93,2,basse
MCH-NR-01800,pompe,1353,158,78.2,3.36,14.17,3,basse
MCH-EC-01801,convoyeur,2530,18,69.6,5.6,9.49,1,basse
MCH-CO-01802,convoyeur,3351,82,45.0,4.31,7.3,0,moyenne
MCH-MU-01803,compresseur,721,22,55.5,0.59,11.1,4,basse
MCH-SN-01804,pompe,4900,124,62.5,5.3,7.23,2,haute
MCH-MA-01805,pompe,1648,147,64.0,5.26,8.81,1,moyenne
MCH-GT-01806,pompe,3295,32,69.3,3.39,6.58,4,moyenne
MCH-SC-01807,convoyeur,3297,27,55.3,0.57,7.96,0,basse
MCH-TJ-01808,pompe,3615,44,89.1,2.77,7.31,3,moyenne
MCH-SV-01809,four,332,64,63.8,3.7,6.12,4,basse
MCH-MH-01810,compresseur,1011,39,64.9,4.49,8.61,2,basse
MCH-BN-01811,presse,967,132,57.0,0.34,6.4,1,basse
MCH-MY-01812,presse,1812,158,53.0,1.85,9.44,3,moyenne
MCH-SZ-01813,convoyeur,869,80,63.5,4.65,7.24,1,basse
MCH-BB-01814,four,5531,41,65.3,5.25,3.7,3,haute
MCH-NZ-01815,pompe,3077,62,64.0,3.65,9.55,2,basse
MCH-AM-01816,compresseur,3741,80,84.9,4.72,9.59,3,haute
MCH-PK-01817,compresseur,2144,60,63.5,3.68,13.63,4,basse
MCH-BO-01818,pompe,1657,69,64.0,4.44,8.04,3,moyenne
MCH-KW-01819,compresseur,3019,150,74.8,3.22,8.46,0,basse
MCH-TR-01820,compresseur,1765,38,62.9,3.72,9.2,1,basse
MCH-NP-01821,presse,2061,258,71.5,1.17,10.55,1,basse
MCH-TO-01822,compresseur,2716,81,49.7,4.08,10.39,2,moyenne
MCH-NA-01823,four,3034,58,49.7,1.12,8.8,1,basse
MCH-KN-01824,presse,5905,38,66.5,4.08,7.92,4,moyenne
MCH-DZ-01825,four,1339,40,62.2,2.34,10.11,1,basse
MCH-NI-01826,pompe,2927,74,55.3,3.55,7.81,1,basse
MCH-JP-01827,four,897,81,66.5,1.57,4.78,3,basse
MCH-CI-01828,presse,2099,56,67.5,2.24,4.25,1,basse
MCH-NA-01829,four,4303,22,56.5,3.55,7.27,5,basse
MCH-AO-01830,compresseur,1046,74,58.8,4.13,8.3,2,basse
MCH-LR-01831,four,3488,41,67.6,4.64,14.18,2,moyenne
MCH-DO-01832,convoyeur,2500,13,52.7,1.27,7.7,0,basse
MCH-VN-01833,pompe,309,114,57.8,0.75,8.12,2,basse
MCH-PK-01834,convoyeur,5598,16,71.4,1.54,6.99,6,basse
MCH-FM-01835,pompe,2481,54,64.7,1.4,9.55,4,basse
MCH-ML-01836,four,4703,67,59.3,5.35,8.7,2,haute
MCH-BT-01837,compresseur,2497,173,54.2,5.01,6.4,5,moyenne
MCH-NZ-01838,compresseur,5624,14,52.8,1.51,5.47,2,basse
MCH-CD-01839,convoyeur,1742,123,63.4,5.57,6.99,2,basse
MCH-HN-01840,convoyeur,2473,136,89.3,4.92,5.89,4,haute
MCH-NZ-01841,pompe,4553,209,71.8,0.56,7.42,1,basse
MCH-TZ-01842,four,2062,155,49.0,1.45,8.35,1,basse
MCH-MZ-01843,four,2186,69,73.5,0.51,6.75,2,basse
MCH-SL-01844,presse,5968,127,55.9,2.87,11.64,1,moyenne
MCH-BR-01845,presse,3333,179,64.9,3.03,10.9,1,basse
MCH-MY-01846,convoyeur,4136,10,57.9,3.02,7.43,5,basse
MCH-KR-01847,convoyeur,3860,22,89.3,0.0,5.59,5,moyenne
MCH-CH-01848,convoyeur,4967,87,51.4,0.86,7.93,2,basse
MCH-LU-01849,pompe,5170,135,68.8,3.39,7.67,1,basse
MCH-GN-01850,pompe,3379,111,56.8,3.93,7.84,3,basse
MCH-LT-01851,compresseur,1767,93,73.9,0.0,7.0,4,basse
MCH-DO-01852,convoyeur,136,207,68.5,1.08,5.38,1,basse
MCH-BO-01853,pompe,3686,56,80.1,4.53,8.09,2,moyenne
MCH-SE-01854,pompe,4952,40,73.6,1.16,7.12,0,moyenne
MCH-ZW-01855,four,2703,48,56.7,2.98,7.35,3,basse
MCH-CI-01856,compresseur,988,88,100.0,1.02,8.23,1,basse
MCH-SM-01857,convoyeur,1728,67,71.7,4.25,7.83,4,basse
MCH-SE-01858,convoyeur,3059,141,58.4,0.0,8.18,3,basse
MCH-FI-01859,presse,5020,41,67.5,2.54,7.01,1,haute
MCH-MG-01860,presse,1030,97,72.6,4.41,8.9,2,basse
MCH-MG-01861,compresseur,3672,127,72.1,3.92,6.21,3,basse
MCH-ZA-01862,four,4520,179,71.0,2.3,5.28,4,moyenne
MCH-KH-01863,compresseur,5616,26,76.6,1.95,5.78,2,basse
MCH-CY-01864,four,700,47,75.4,2.65,6.31,4,basse
MCH-GW-01865,convoyeur,5558,63,54.8,1.07,4.78,0,basse
MCH-CA-01866,pompe,3608,19,90.3,2.85,3.77,0,basse
MCH-CY-01867,presse,4600,92,88.6,2.88,9.26,3,haute
MCH-IE-01868,pompe,322,91,74.6,2.37,11.19,2,basse
MCH-FJ-01869,presse,3036,86,65.5,4.5,9.39,6,moyenne
MCH-EC-01870,pompe,3735,60,65.7,1.39,6.79,2,basse
MCH-UY-01871,compresseur,1841,166,61.1,0.44,3.71,4,basse
MCH-DE-01872,presse,2589,48,62.7,2.21,8.48,0,basse
MCH-PS-01873,four,3325,155,38.8,3.19,3.98,0,haute
MCH-PS-01874,convoyeur,3315,47,83.4,2.84,7.78,1,basse
MCH-TD-01875,pompe,251,25,79.1,2.77,6.0,2,basse
MCH-BO-01876,compresseur,2636,69,44.9,1.31,2.3,2,basse
MCH-EE-01877,four,1282,80,75.7,1.53,11.7,5,basse
MCH-YE-01878,presse,5500,98,64.9,2.27,4.86,1,basse
MCH-SA-01879,pompe,5859,7,62.6,2.15,7.11,5,moyenne
MCH-PL-01880,compresseur,1797,55,70.9,4.65,7.68,1,basse
MCH-TW-01881,compresseur,1051,245,44.1,3.4,6.82,3,moyenne
MCH-TM-01882,pompe,1317,44,64.9,2.2,9.16,4,basse
MCH-PS-01883,four,2866,137,66.0,4.64,6.15,1,moyenne
MCH-TT-01884,presse,5247,365,66.0,3.67,8.95,2,moyenne
MCH-PE-01885,pompe,3000,275,48.6,0.96,8.8,1,basse
MCH-KZ-01886,presse,332,29,70.4,0.0,4.56,3,basse
MCH-TM-01887,convoyeur,239,129,77.7,1.01,8.59,1,basse
MCH-BA-01888,pompe,1364,134,69.9,3.89,5.37,3,basse
MCH-ZW-01889,convoyeur,5056,115,62.2,4.34,5.09,1,moyenne
MCH-VU-01890,pompe,3728,25,97.3,0.51,8.73,2,moyenne
MCH-LI-01891,compresseur,3377,85,53.9,3.99,6.98,3,moyenne
MCH-YE-01892,four,1913,85,74.3,3.93,8.93,2,basse
MCH-KW-01893,presse,5576,22,67.9,5.09,8.95,6,haute
MCH-CZ-01894,pompe,1987,58,89.1,4.43,4.43,4,moyenne
MCH-OM-01895,four,5009,88,69.6,5.03,9.85,2,moyenne
MCH-BJ-01896,convoyeur,5375,68,72.2,3.73,8.71,1,basse
MCH-PW-01897,four,2900,121,71.1,3.68,6.53,3,basse
MCH-PA-01898,presse,5365,57,52.3,2.49,7.66,4,haute
MCH-ZM-01899,compresseur,1660,79,54.6,4.23,9.92,4,basse
MCH-KI-01900,convoyeur,3950,143,61.7,1.0,7.2,1,basse
MCH-IS-01901,convoyeur,527,226,76.5,2.79,13.29,2,basse
MCH-UA-01902,presse,2843,24,67.8,3.81,11.73,1,basse
MCH-BG-01903,compresseur,1303,118,62.5,5.11,8.29,2,moyenne
MCH-MH-01904,compresseur,376,50,81.5,2.28,7.43,0,basse
MCH-SD-01905,compresseur,22,99,41.2,4.45,7.54,1,moyenne
MCH-BN-01906,compresseur,1948,23,49.5,2.7,6.5,1,basse
MCH-KR-01907,pompe,3537,168,35.0,4.48,8.31,1,haute
MCH-PL-01908,pompe,2731,37,79.5,1.8,9.72,4,basse
MCH-PG-01909,four,1810,145,63.8,4.09,4.63,3,basse
MCH-AZ-01910,pompe,5947,26,76.6,2.86,9.61,2,basse
MCH-BG-01911,four,5637,18,63.7,1.22,10.33,5,moyenne
MCH-MN-01912,pompe,753,61,77.3,2.77,9.43,1,basse
MCH-JO-01913,presse,2490,86,63.5,4.98,7.68,1,moyenne
MCH-BO-01914,compresseur,3893,292,69.9,1.47,9.33,2,basse
MCH-KH-01915,convoyeur,4400,84,68.2,0.77,11.25,2,basse
MCH-BW-01916,compresseur,2198,29,69.1,3.6,7.85,2,basse
MCH-VE-01917,convoyeur,4477,129,85.2,0.48,8.06,1,basse
MCH-UG-01918,convoyeur,744,187,45.5,5.35,13.33,3,haute
MCH-SD-01919,convoyeur,1990,35,64.2,5.31,8.77,2,moyenne
MCH-MV-01920,compresseur,4298,141,67.4,4.56,5.48,0,moyenne
MCH-PL-01921,convoyeur,3754,171,65.6,2.98,10.18,3,basse
MCH-TT-01922,four,5023,131,60.2,5.5,9.0,3,haute
MCH-TG-01923,convoyeur,281,42,58.6,5.02,6.36,1,basse
MCH-SZ-01924,compresseur,1046,86,83.4,2.2,5.24,0,basse
MCH-BB-01925,pompe,290,99,64.2,5.16,8.6,3,moyenne
MCH-PG-01926,compresseur,1152,165,94.3,1.63,7.85,1,moyenne
MCH-TO-01927,pompe,25,45,71.3,2.7,4.89,2,basse
MCH-CF-01928,pompe,3025,143,61.5,0.31,7.78,0,basse
MCH-ET-01929,four,3169,66,71.6,3.22,7.62,1,basse
MCH-LI-01930,pompe,3947,55,66.3,2.56,7.84,3,basse
MCH-UY-01931,convoyeur,2309,77,81.1,2.32,9.23,2,basse
MCH-PY-01932,four,19,5,51.0,2.75,3.6,1,basse
MCH-SC-01933,four,4043,8,43.4,2.13,5.22,2,basse
MCH-CZ-01934,pompe,325,11,69.3,3.06,6.78,0,basse
MCH-BH-01935,pompe,5197,102,75.0,4.93,11.32,4,haute
MCH-PG-01936,compresseur,135,60,68.4,1.41,13.92,5,basse
MCH-CA-01937,convoyeur,3182,42,73.1,4.29,8.01,2,basse
MCH-LV-01938,four,5369,72,71.3,3.32,8.11,4,moyenne
MCH-LC-01939,compresseur,3434,146,47.2,3.56,1.89,1,moyenne
MCH-BS-01940,pompe,3650,69,68.4,2.95,10.26,0,basse
MCH-SD-01941,compresseur,4089,28,80.8,1.92,9.12,4,moyenne
MCH-KH-01942,four,734,323,67.1,3.67,8.71,2,basse
MCH-EC-01943,pompe,4049,74,49.3,3.78,4.88,5,moyenne
MCH-BB-01944,compresseur,5282,172,61.0,1.8,12.95,0,basse
MCH-HU-01945,pompe,5845,132,71.7,0.99,11.8,4,moyenne
MCH-KN-01946,pompe,2658,52,86.5,3.13,8.74,1,basse
MCH-OM-01947,four,2067,224,41.5,4.13,10.48,1,moyenne
MCH-OM-01948,pompe,4519,46,69.3,4.51,8.13,2,haute
MCH-SL-01949,compresseur,3257,101,53.8,4.8,10.05,4,haute
MCH-SK-01950,four,1543,91,71.1,3.56,4.73,1,basse
MCH-VA-01951,presse,1032,98,72.1,2.61,2.32,2,basse
MCH-DJ-01952,pompe,1021,199,62.2,3.0,4.83,2,basse
MCH-MM-01953,convoyeur,2755,76,72.6,1.14,5.98,3,basse
MCH-MR-01954,four,1020,87,78.7,1.98,6.39,2,basse
MCH-JM-01955,convoyeur,118,90,63.0,2.92,9.12,5,basse
MCH-MW-01956,convoyeur,312,284,49.0,2.6,7.36,1,basse
MCH-NE-01957,convoyeur,5579,164,82.1,3.14,7.93,1,moyenne
MCH-LU-01958,presse,437,17,74.9,0.94,5.04,1,basse
MCH-GD-01959,pompe,439,47,71.8,1.27,4.82,3,basse
MCH-US-01960,four,2707,80,56.7,4.16,8.1,1,basse
MCH-BF-01961,four,1470,197,76.8,1.75,6.64,4,basse
MCH-ZM-01962,pompe,5776,210,89.5,1.99,8.01,1,haute
MCH-KH-01963,four,5465,72,63.5,3.14,9.36,3,moyenne
MCH-LT-01964,four,2428,46,66.1,1.6,12.1,2,basse
MCH-BI-01965,presse,2692,65,52.2,4.66,7.95,2,moyenne
MCH-LS-01966,compresseur,2250,82,56.4,1.11,12.53,1,basse
MCH-BY-01967,convoyeur,227,61,52.1,3.0,9.02,4,basse
MCH-TH-01968,four,1757,175,66.6,1.88,9.72,1,basse
MCH-GD-01969,pompe,736,57,60.9,3.23,10.63,2,basse
MCH-MV-01970,four,614,36,69.5,2.25,9.8,2,basse
MCH-JM-01971,four,3365,64,54.3,2.96,6.0,2,basse
MCH-ID-01972,presse,592,95,63.0,4.83,10.71,4,moyenne
MCH-RS-01973,compresseur,617,178,53.6,1.97,7.06,4,basse
MCH-KM-01974,convoyeur,2883,33,67.3,1.96,8.75,3,basse
MCH-UY-01975,pompe,2653,95,45.4,2.53,8.33,3,basse
MCH-CZ-01976,four,825,97,66.8,5.21,10.86,2,moyenne
MCH-LT-01977,compresseur,26,111,61.7,2.87,8.98,0,basse
MCH-BR-01978,pompe,1157,57,67.2,4.85,4.53,4,moyenne
MCH-TV-01979,presse,1415,109,45.2,2.73,13.23,1,moyenne
MCH-HR-01980,presse,4801,129,72.9,4.78,10.09,0,moyenne
MCH-CV-01981,presse,5492,56,61.4,3.61,6.62,2,moyenne
MCH-MG-01982,pompe,2435,87,67.6,3.83,5.16,3,basse
MCH-KR-01983,presse,2430,67,42.6,0.85,10.37,2,moyenne
MCH-TD-01984,presse,4274,40,50.1,0.62,5.45,1,basse
MCH-MC-01985,presse,3761,23,60.3,4.61,10.0,0,basse
MCH-HR-01986,four,1104,46,81.5,4.59,10.67,2,basse
MCH-MX-01987,compresseur,646,48,71.3,6.63,6.38,0,moyenne
MCH-CO-01988,compresseur,2625,23,66.6,0.77,6.15,3,basse
MCH-UG-01989,four,3388,104,53.9,3.73,6.82,3,moyenne
MCH-KN-01990,convoyeur,832,136,51.7,1.46,5.53,2,basse
MCH-BS-01991,convoyeur,1759,65,68.3,1.89,8.57,2,basse
MCH-KR-01992,compresseur,1835,73,73.4,2.25,8.93,1,basse
MCH-TJ-01993,presse,1567,51,67.5,3.57,9.82,0,basse
MCH-MT-01994,presse,2764,70,85.5,2.0,5.92,2,basse
MCH-BA-01995,pompe,3918,110,56.8,3.05,10.1,0,basse
MCH-LS-01996,convoyeur,3056,95,67.2,4.25,5.53,6,basse
MCH-CN-01997,four,1208,70,44.7,4.69,10.1,0,moyenne
MCH-SV-01998,compresseur,617,48,67.5,4.04,4.28,1,basse
MCH-ME-01999,compresseur,4931,128,82.6,3.68,11.92,1,moyenne
MCH-SZ-02000,four,2875,52,52.5,2.79,6.7,3,basse
MCH-LA-02001,pompe,372,25,75.1,2.15,9.5,0,basse
MCH-SL-02002,compresseur,1548,83,82.3,3.81,9.7,1,basse
MCH-BW-02003,convoyeur,4824,14,56.7,1.42,4.83,0,basse
